hkTimeUTC,timeUtc,selSBband,sBandPStat,sBandRStat,fswOpMode,fswSubOpMode,fswRebootCnt,fswMassMem,obcTemp,edacCnt,spDepStatX+,spDepStatX-,spDepStatY-,spDepGpioStatX+,spDepGpioStatX-,spCepGpioStatY-,antDepStatX+,antDepStatX-,spStationTempX+,spStationTempX-,spStationTempY-,spStationTempY+,spUpTopTempX+,spUpTopTempX-,spUpTopTempY-,spUpBotTempX+,spUpBotTempX-,spUpBotTempY-,adcEocY+Z-,adcEocY+Z+,adcEocY-Z-,adcEocY-Z+,adcAntX+,adcAntX-,adcPdhsCaseTemp,adcEwc27CaseTemp,epsDockDevFramStat,epsDockDevAdc1Stat,epsDockDevAdc2Stat,epsDockDevAdc3Stat,epsDockDevTempSenStat,epsDockDevRtcStat,epsMpptMode,epsAcuDevFramStat,epsAcuDevAdc1Stat,epsAcuDevAdc2Stat,epsAcuDevDac1Stat,epsAcuDevDac2Stat,epsAcuDevDac3Stat,epsAcuDevTempSenStat,bat1HeatEnableStat,bat2HeatEnableStat,epsPduDevFramStat,epsPduDevAdc1Stat,epsPduDevAdc2Stat,epsPduDevTempSenStat,epsPwrSwBatStat,epsPwrSwObcStat,epsPwrSwAocsStat,epsPwrSwGpsStat,epsPwrSwSBandStat,epsPwrSwAntStat,epsPwrSwEwc27Stat,epsPwrSwMs200Stat,swStatSolarPanel,swStatEwc27,swStatPdhs,swStatEocHeatZ+,swStatEocHeatZ-,swStatAntHeat,swStatBpxHeat,swStatBusHeat,pwrSwCurPdhsHeat,pwrSwCurObc,pwrSwCurAocs,pwrSwCurGps,pwrSwCurSBand,pwrSwCurAnt,pwrSwCurEwc27,pwrSwCurMs200,pwrSwCurSp,pwrSwVolPdhsHeat,pwrSwVolObc,pwrSwVolAocs,pwrSwVolGps,pwrSwVolSBand,pwrSwVolAnt,pwrSwVolEwc27,pwrSwVolMs200,pwrSwVolSp,pwrSwLatCntPdhsHeat,pwrSwLatCntObc,pwrSwLatCntAocs,pwrSwLatCntGps,pwrSwLatCntSBand,pwrSwLatCntAnt,pwrSwLatCntEwc27,pwrSwLatCntMs200,pwrSwLatCntSp,dockLatCntVccAcu,dockLatCntVccPdu,dockLatCntVbatAcu,dockLatCntVbatPdu,acuCurDepX+,acuCurDepX-,acuCurBodyX+X-,acuCurBodyY-,acuCurBodyY+,acuCurDepY-,acuVolDepX+,acuVolDepX-,acuVolBodyX+X-,acuVolBodyY-,acuVolBodyY+,acuVolDepY-,dockTemp1,dockTemp2,pduTemp,acuTemp1,acuTemp2,acuTemp3,battery1Temp1,battery1Temp2,battery1Temp3,battery1Temp4,battery2Temp1,battery2Temp2,battery2Temp3,battery2Temp4,batteryVol,chargeCur,dischargeCur,dockBootcause,acuBootcause,pduBootcause,bpx1Bootcause,bpx2Bootcause,sBandBootCause,sBandBoardTemp,sBandPaTemp,sBandTxCnt,sBandRxCnt,sBandBootCnt
2023-11-11 23:45:53,1699746353,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.9,-15.1,-14.6,-19.4,-35.3,42.7,-29.3,-35.3,42.1,-31.2,1.2632,1.0891,1.4945,0.3001,50.0366,-30.5977,15.4109,3.5721,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.582,0.602,0.001,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.153,1.083,0.041,0.183,0.042,0.011,17.451,17.397,17.464,17.545,13.179,13.125,36.2,35.4,39,38.5,38.5,38.3,6,4,6,5,17,17,17,16,30.711,0.746,0.284,0,0,0,5,5,2,36.7,37.3,36662476,10362595,363
2023-11-11 23:45:53,1699746353,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.9,-15.1,-14.6,-19.4,-35.3,42.7,-29.3,-35.3,42.1,-31.2,1.2632,1.0891,1.4945,0.3001,50.0366,-30.5977,15.4109,3.5721,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.582,0.602,0.001,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.153,1.083,0.041,0.183,0.042,0.011,17.451,17.397,17.464,17.545,13.179,13.125,36.2,35.4,39,38.5,38.5,38.3,6,4,6,5,17,17,17,16,30.711,0.746,0.284,0,0,0,5,5,2,36.7,37.3,36662476,10362595,363
2023-11-11 23:46:03,1699746363,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.8,-15.1,-14.5,-19.4,-35,42.8,-29.1,-35.1,42.2,-31.1,1.2632,1.1182,1.4945,0.3001,50.268,-30.5169,15.4636,3.6002,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.519,0.599,0.001,-0.011,-0.005,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.158,1.083,0.04,0.176,0.045,0.01,17.451,17.397,17.464,17.558,13.192,13.125,36.2,35.4,39,38.5,38.5,38.3,6,4,6,5,17,17,17,16,30.751,0.745,0.281,0,0,0,5,5,2,36.7,37.3,36663262,10362595,363
2023-11-11 23:46:03,1699746363,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.8,-15.1,-14.5,-19.4,-35,42.8,-29.1,-35.1,42.2,-31.1,1.2632,1.1182,1.4945,0.3001,50.268,-30.5169,15.4636,3.6002,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.519,0.599,0.001,-0.011,-0.005,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.158,1.083,0.04,0.176,0.045,0.01,17.451,17.397,17.464,17.558,13.192,13.125,36.2,35.4,39,38.5,38.5,38.3,6,4,6,5,17,17,17,16,30.751,0.745,0.281,0,0,0,5,5,2,36.7,37.3,36663262,10362595,363
2023-11-11 23:46:13,1699746373,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.8,-15.3,-14.4,-19.4,-34.8,42.9,-29,-34.9,42.3,-31,1.2632,1.1472,1.4945,0.3001,50.5476,-30.4365,15.49,3.6282,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.525,0.602,0.001,-0.011,-0.005,0.009,0.883,3.371,12.173,3.356,5.017,0,0.229,0,5.018,0,138,0,0,0,0,0,0,0,0,0,0,0,0.163,1.083,0.039,0.169,0.049,0.01,17.451,17.397,17.464,17.545,13.192,13.125,36.2,35.4,39,38.5,38.5,38.4,6,4,6,5,17,17,17,16,30.751,0.744,0.282,0,0,0,5,5,2,36.7,37.4,36664048,10362595,363
2023-11-11 23:46:13,1699746373,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.8,-15.3,-14.4,-19.4,-34.8,42.9,-29,-34.9,42.3,-31,1.2632,1.1472,1.4945,0.3001,50.5476,-30.4365,15.49,3.6282,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.525,0.602,0.001,-0.011,-0.005,0.009,0.883,3.371,12.173,3.356,5.017,0,0.229,0,5.018,0,138,0,0,0,0,0,0,0,0,0,0,0,0.163,1.083,0.039,0.169,0.049,0.01,17.451,17.397,17.464,17.545,13.192,13.125,36.2,35.4,39,38.5,38.5,38.4,6,4,6,5,17,17,17,16,30.751,0.744,0.282,0,0,0,5,5,2,36.7,37.4,36664048,10362595,363
2023-11-11 23:46:23,1699746383,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.7,-15.4,-14.3,-19.3,-34.6,43,-29,-34.7,42.4,-30.8,1.2632,1.1762,1.4945,0.3001,50.7822,-30.3564,15.5427,3.6843,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.01,0.223,0.251,0.522,0.602,0.001,-0.011,-0.005,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.171,1.083,0.038,0.161,0.052,0.011,17.437,17.383,17.464,17.531,13.192,13.125,36.2,35.5,39.2,38.7,38.5,38.4,6,5,6,5,17,17,17,16,30.751,0.744,0.279,0,0,0,5,5,2,36.7,37.4,36664834,10362595,363
2023-11-11 23:46:23,1699746383,0,0,0,0,6,0,1920,34.7,0,0,0,0,0,0,0,0,0,-16.7,-15.4,-14.3,-19.3,-34.6,43,-29,-34.7,42.4,-30.8,1.2632,1.1762,1.4945,0.3001,50.7822,-30.3564,15.5427,3.6843,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.01,0.223,0.251,0.522,0.602,0.001,-0.011,-0.005,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.171,1.083,0.038,0.161,0.052,0.011,17.437,17.383,17.464,17.531,13.192,13.125,36.2,35.5,39.2,38.7,38.5,38.4,6,5,6,5,17,17,17,16,30.751,0.744,0.279,0,0,0,5,5,2,36.7,37.4,36664834,10362595,363
2023-11-11 23:46:33,1699746393,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.6,-15.5,-14.1,-19.3,-34.3,43.1,-28.8,-34.5,42.5,-30.8,1.2632,1.1762,1.4945,0.3001,51.0656,-30.2766,15.5691,3.7124,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.579,0.602,0.001,-0.011,-0.005,0.012,0.883,3.371,12.173,3.356,5.017,0,0.244,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.18,1.083,0.037,0.153,0.056,0.011,17.451,17.37,17.464,17.545,13.192,13.125,36.5,35.5,39,38.7,38.6,38.4,6,5,6,5,17,17,17,16,30.751,0.746,0.28,0,0,0,5,5,2,36.8,37.4,36665620,10362595,363
2023-11-11 23:46:33,1699746393,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.6,-15.5,-14.1,-19.3,-34.3,43.1,-28.8,-34.5,42.5,-30.8,1.2632,1.1762,1.4945,0.3001,51.0656,-30.2766,15.5691,3.7124,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.579,0.602,0.001,-0.011,-0.005,0.012,0.883,3.371,12.173,3.356,5.017,0,0.244,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.18,1.083,0.037,0.153,0.056,0.011,17.451,17.37,17.464,17.545,13.192,13.125,36.5,35.5,39,38.7,38.6,38.4,6,5,6,5,17,17,17,16,30.751,0.746,0.28,0,0,0,5,5,2,36.8,37.4,36665620,10362595,363
2023-11-11 23:46:43,1699746403,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.6,-15.6,-14.1,-19.3,-34.1,43.1,-28.8,-34.2,42.6,-30.6,1.2632,1.1762,1.4945,0.3295,51.3991,-30.1971,15.6219,3.7404,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.525,0.599,0.001,-0.011,-0.005,0.009,0.883,3.371,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.191,1.083,0.037,0.146,0.061,0.011,17.451,17.383,17.464,17.545,13.179,13.125,36.2,35.5,39.2,38.7,38.6,38.5,6,4,6,5,17,17,17,16,30.751,0.749,0.287,0,0,0,5,5,2,36.8,37.4,36666406,10362595,363
2023-11-11 23:46:43,1699746403,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.6,-15.6,-14.1,-19.3,-34.1,43.1,-28.8,-34.2,42.6,-30.6,1.2632,1.1762,1.4945,0.3295,51.3991,-30.1971,15.6219,3.7404,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.251,0.525,0.599,0.001,-0.011,-0.005,0.009,0.883,3.371,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.191,1.083,0.037,0.146,0.061,0.011,17.451,17.383,17.464,17.545,13.179,13.125,36.2,35.5,39.2,38.7,38.6,38.5,6,4,6,5,17,17,17,16,30.751,0.749,0.287,0,0,0,5,5,2,36.8,37.4,36666406,10362595,363
2023-11-11 23:46:53,1699746413,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.5,-15.6,-14,-19.2,-33.8,43.2,-28.7,-34,42.6,-30.6,1.2632,1.2052,1.4945,0.3295,51.7356,-30.1179,15.6482,3.7684,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.22,0.254,0.519,0.599,0.001,-0.011,-0.005,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.203,1.082,0.036,0.139,0.066,0.011,17.451,17.383,17.464,17.545,13.192,13.125,36.2,35.5,39.2,38.7,38.7,38.5,6,5,6,5,17,17,17,16,30.751,0.753,0.281,0,0,0,5,5,2,36.8,37.4,36667192,10362595,363
2023-11-11 23:46:53,1699746413,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.5,-15.6,-14,-19.2,-33.8,43.2,-28.7,-34,42.6,-30.6,1.2632,1.2052,1.4945,0.3295,51.7356,-30.1179,15.6482,3.7684,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.22,0.254,0.519,0.599,0.001,-0.011,-0.005,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.203,1.082,0.036,0.139,0.066,0.011,17.451,17.383,17.464,17.545,13.192,13.125,36.2,35.5,39.2,38.7,38.7,38.5,6,5,6,5,17,17,17,16,30.751,0.753,0.281,0,0,0,5,5,2,36.8,37.4,36667192,10362595,363
2023-11-11 23:47:03,1699746423,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.5,-15.8,-13.9,-19.1,-33.5,43.3,-28.7,-33.7,42.7,-30.5,1.2632,1.2052,1.4945,0.3295,52.0753,-30.039,15.701,3.8244,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.522,0.602,0.001,-0.011,0.004,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.216,1.082,0.036,0.132,0.071,0.011,17.451,17.41,17.464,17.545,13.192,13.138,36.5,35.5,39.2,38.7,38.7,38.5,6,5,6,5,17,17,17,16,30.751,0.756,0.281,0,0,0,5,5,2,36.8,37.4,36667978,10362595,363
2023-11-11 23:47:03,1699746423,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.5,-15.8,-13.9,-19.1,-33.5,43.3,-28.7,-33.7,42.7,-30.5,1.2632,1.2052,1.4945,0.3295,52.0753,-30.039,15.701,3.8244,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.522,0.602,0.001,-0.011,0.004,0.012,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.216,1.082,0.036,0.132,0.071,0.011,17.451,17.41,17.464,17.545,13.192,13.138,36.5,35.5,39.2,38.7,38.7,38.5,6,5,6,5,17,17,17,16,30.751,0.756,0.281,0,0,0,5,5,2,36.8,37.4,36667978,10362595,363
2023-11-11 23:47:13,1699746433,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.4,-15.8,-13.8,-19.1,-33.3,43.4,-28.6,-33.5,42.8,-30.5,1.2342,1.2052,1.4657,0.3589,52.4181,-29.9604,15.7274,3.8524,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.257,0.513,0.599,0.001,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.227,1.082,0.036,0.126,0.076,0.01,17.437,17.383,17.464,17.558,13.192,13.125,36.5,35.6,39.2,38.7,38.7,38.5,6,4,6,5,17,17,17,16,30.751,0.761,0.281,0,0,0,5,5,2,36.8,37.5,36668764,10362595,363
2023-11-11 23:47:13,1699746433,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.4,-15.8,-13.8,-19.1,-33.3,43.4,-28.6,-33.5,42.8,-30.5,1.2342,1.2052,1.4657,0.3589,52.4181,-29.9604,15.7274,3.8524,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.257,0.513,0.599,0.001,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.227,1.082,0.036,0.126,0.076,0.01,17.437,17.383,17.464,17.558,13.192,13.125,36.5,35.6,39.2,38.7,38.7,38.5,6,4,6,5,17,17,17,16,30.751,0.761,0.281,0,0,0,5,5,2,36.8,37.5,36668764,10362595,363
2023-11-11 23:47:23,1699746443,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.3,-15.9,-13.7,-19,-33,43.5,-28.6,-33.2,42.9,-30.5,1.2342,1.2052,1.4657,0.3589,52.7642,-29.882,15.7801,3.8804,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.528,0.599,0.001,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.238,1.082,0.037,0.122,0.081,0.01,17.437,17.37,17.464,17.531,13.192,13.125,36.5,35.6,39.2,38.7,38.8,38.6,6,5,6,5,17,17,17,16,30.751,0.766,0.285,0,0,0,5,5,2,36.9,37.5,36669550,10362595,363
2023-11-11 23:47:23,1699746443,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.3,-15.9,-13.7,-19,-33,43.5,-28.6,-33.2,42.9,-30.5,1.2342,1.2052,1.4657,0.3589,52.7642,-29.882,15.7801,3.8804,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.528,0.599,0.001,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.238,1.082,0.037,0.122,0.081,0.01,17.437,17.37,17.464,17.531,13.192,13.125,36.5,35.6,39.2,38.7,38.8,38.6,6,5,6,5,17,17,17,16,30.751,0.766,0.285,0,0,0,5,5,2,36.9,37.5,36669550,10362595,363
2023-11-11 23:47:33,1699746453,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.2,-16,-13.6,-18.9,-32.7,43.5,-28.6,-32.9,43,-30.5,1.2342,1.2342,1.4657,0.3883,53.0635,-29.804,15.8065,3.9084,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.567,0.602,-0.002,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.244,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.247,1.082,0.037,0.118,0.085,0.01,17.437,17.383,17.464,17.545,13.179,13.138,36.5,35.6,39.2,38.7,38.8,38.6,6,5,6,5,17,17,17,16,30.751,0.771,0.281,0,0,0,5,5,2,36.9,37.5,36670336,10362595,363
2023-11-11 23:47:33,1699746453,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.2,-16,-13.6,-18.9,-32.7,43.5,-28.6,-32.9,43,-30.5,1.2342,1.2342,1.4657,0.3883,53.0635,-29.804,15.8065,3.9084,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.567,0.602,-0.002,-0.011,-0.005,0.009,0.883,3.356,12.173,3.356,5.017,0,0.244,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.247,1.082,0.037,0.118,0.085,0.01,17.437,17.383,17.464,17.545,13.179,13.138,36.5,35.6,39.2,38.7,38.8,38.6,6,5,6,5,17,17,17,16,30.751,0.771,0.281,0,0,0,5,5,2,36.9,37.5,36670336,10362595,363
2023-11-11 23:47:43,1699746463,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.1,-16.1,-13.5,-18.8,-32.4,43.6,-28.6,-32.6,43,-30.5,1.2342,1.2342,1.4657,0.3883,53.3148,-29.6487,15.8593,3.9643,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.519,0.599,-0.002,-0.014,-0.002,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.254,1.082,0.038,0.116,0.089,0.01,17.451,17.383,17.464,17.558,13.192,13.138,36.5,35.6,39.2,39,38.9,38.7,6,4,6,5,17,17,17,16,30.751,0.775,0.28,0,0,0,5,5,2,36.9,37.6,36671122,10362595,363
2023-11-11 23:47:43,1699746463,0,0,0,0,6,0,1920,35,0,0,0,0,0,0,0,0,0,-16.1,-16.1,-13.5,-18.8,-32.4,43.6,-28.6,-32.6,43,-30.5,1.2342,1.2342,1.4657,0.3883,53.3148,-29.6487,15.8593,3.9643,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.223,0.254,0.519,0.599,-0.002,-0.014,-0.002,0.009,0.883,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.254,1.082,0.038,0.116,0.089,0.01,17.451,17.383,17.464,17.558,13.192,13.138,36.5,35.6,39.2,39,38.9,38.7,6,4,6,5,17,17,17,16,30.751,0.775,0.28,0,0,0,5,5,2,36.9,37.6,36671122,10362595,363
2023-11-11 23:47:53,1699746473,0,0,0,0,6,0,1919,35,0,0,0,0,0,0,0,0,0,-16.1,-16.1,-13.5,-18.6,-32,43.7,-28.6,-32.2,43.1,-30.5,1.2342,1.2342,1.4657,0.4176,53.6188,-29.5715,15.8857,3.9922,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.22,0.257,0.531,0.599,0.001,-0.011,-0.005,0.009,0.883,3.371,12.158,3.356,5.017,0,0.244,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.257,1.081,0.04,0.116,0.092,0.011,17.437,17.37,17.464,17.558,13.192,13.138,36.5,35.7,39.2,39,38.9,38.7,6,5,6,5,17,17,17,16,30.778,0.778,0.283,0,0,0,5,5,2,36.9,37.6,36671908,10362595,363
2023-11-11 23:47:53,1699746473,0,0,0,0,6,0,1919,35,0,0,0,0,0,0,0,0,0,-16.1,-16.1,-13.5,-18.6,-32,43.7,-28.6,-32.2,43.1,-30.5,1.2342,1.2342,1.4657,0.4176,53.6188,-29.5715,15.8857,3.9922,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.22,0.257,0.531,0.599,0.001,-0.011,-0.005,0.009,0.883,3.371,12.158,3.356,5.017,0,0.244,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.257,1.081,0.04,0.116,0.092,0.011,17.437,17.37,17.464,17.558,13.192,13.138,36.5,35.7,39.2,39,38.9,38.7,6,5,6,5,17,17,17,16,30.778,0.778,0.283,0,0,0,5,5,2,36.9,37.6,36671908,10362595,363
2023-11-11 23:48:03,1699746483,0,0,0,0,6,0,1919,35,0,0,0,0,0,0,0,0,0,-16,-16.2,-13.3,-18.6,-31.6,43.8,-28.6,-31.9,43.2,-30.5,1.2342,1.2342,1.4657,0.447,53.874,-29.4946,15.9385,4.0202,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.226,0.254,0.573,0.599,0.001,-0.011,-0.005,0.012,0.898,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.259,1.081,0.041,0.117,0.094,0.011,17.437,17.37,17.464,17.545,13.192,13.138,36.5,35.7,39.5,39,39,38.7,6,5,6,5,17,17,17,16,30.778,0.78,0.282,0,0,0,5,5,2,37,37.6,36672694,10362595,363
2023-11-11 23:48:03,1699746483,0,0,0,0,6,0,1919,35,0,0,0,0,0,0,0,0,0,-16,-16.2,-13.3,-18.6,-31.6,43.8,-28.6,-31.9,43.2,-30.5,1.2342,1.2342,1.4657,0.447,53.874,-29.4946,15.9385,4.0202,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.007,0.226,0.254,0.573,0.599,0.001,-0.011,-0.005,0.012,0.898,3.356,12.173,3.356,5.017,0,0.229,0,5.033,0,138,0,0,0,0,0,0,0,0,0,0,0,0.259,1.081,0.041,0.117,0.094,0.011,17.437,17.37,17.464,17.545,13.192,13.138,36.5,35.7,39.5,39,39,38.7,6,5,6,5,17,17,17,16,30.778,0.78,0.282,0,0,0,5,5,2,37,37.6,36672694,10362595,363
